no	id	skk_key	notation	reading	method	judgment	note
341	954648-331-0061	へやさかずき	部屋盃	へやさかづき	none	x	づき を ずき に変換
342	954645-563-0069	きちこうか	桔梗科	きちかう-くわ	none	x	紙面は きちかう-くわ（ききょうか）
343	954647-410-0034	つぼつけちょう	坪附帳	つぼつけ-ちゃう	none	o	
344	954646-080-0014	かうかん	黄羹	くわう-かん	none	x	くわう を かう に変換
345	954645-216-0069	うちものよごし	打物汚	うちもの-よごし	none	o	
346	954645-488-0036	かむかぜや	神風哉	かむかぜ-や	none	o	
347	954647-113-0031	せんきょさ	選擧期	せんきょ-さ	none	x	紙面は せんきょ-き
348	954648-599-0051	よせどき	寄開	よせ-どき	none	x	表記は 寄鬨
349	954647-625-0009	なりz	成出	なりづ	none	o	
350	954645-610-0035	ぎょりゅうか	櫟柳科	ぎょりう-くわ	none	x	表記は 檉柳科
351	954647-323-0045	じぶき	地葺	ぢ-ぶき	align	o	
352	954648-292-0018	ふほうじゅんじ	缶賣順治	ふはう-じゅんぢ	none	x	表記は 缶賣順治？読み取り誤り
353	954647-084-0015	せきあu	塞合關合	せき-あふ	none	x	表記が 2 語つながっている
354	954646-478-0051	しびら	褶	しびら	none	o	
355	954648-332-0040	へりじろ	蛤蜊	へり-じろ	none	o	
